195,human,author_80,1,\N
196,ai,bloomz-7b,1,\N
197,human,author_52,0.9411764705882353,5.5
198,ai,bloomz-7b,0.9166666666666666,\N
199,ai,gpt-4o-mini,1,\N
200,human,author_41,1,5
201,human,author_50,0.9166666666666666,\N
202,ai,claude-2,1,\N
203,ai,claude-2,1,\N
204,ai,bloomz-7b,0.9166666666666666,\N
205,ai,claude-2,0.9473684210526315,2
206,ai,gpt-5-base,0.7931034482758621,3
207,human,author_10,1,\N
208,ai,claude-2,1,\N
209,ai,gpt-5-base,1,\N
210,ai,llama-3-small,0.8333333333333334,\N
211,ai,gpt-5-base,1,2
212,ai,claude-2,0.9545454545454546,0.5
213,ai,claude-2,1,\N
214,human,author_72,0.775,5.715476066494082
215,human,author_54,1,\N
216,human,author_90,1,\N
217,ai,llama-3-small,0.8387096774193549,0.816496580927726
218,ai,bloomz-7b,1,\N
219,ai,gpt-4o-mini,0.9473684210526315,0
220,ai,llama-3-small,1,\N
221,human,author_50,0.9230769230769231,4
222,ai,llama-3-small,1,\N
223,ai,bloomz-7b,1,\N
224,ai,claude-2,0.96,3.2998316455372216
225,ai,bloomz-7b,1,\N
226,human,author_16,1,\N
227,human,author_8,0.9166666666666666,\N
228,ai,gpt-4o-mini,1,\N
229,human,author_74,1,3
230,ai,bloomz-7b,1,1.5
231,ai,bloomz-7b,1,\N
232,human,author_98,1,\N
233,human,author_39,0.9333333333333333,4.5
234,human,author_90,1,\N
235,human,author_55,0.9230769230769231,5.2493385826745405
236,human,author_100,1,\N
237,human,author_53,0.9230769230769231,\N
238,ai,gpt-4o-mini,0.9,1
239,human,author_27,1,\N
240,human,author_10,1,\N
241,human,author_99,1,\N
242,human,author_52,0.9615384615384616,5.2493385826745405
243,human,author_51,0.9166666666666666,3
244,human,author_85,0.9565217391304348,2.5
245,human,author_17,1,\N
246,ai,bloomz-7b,1,\N
247,ai,claude-2,1,4
248,human,author_92,0.9473684210526315,2
249,ai,gpt-4o-mini,0.9230769230769231,\N
250,human,author_73,0.7666666666666667,2
251,ai,gpt-5-base,1,\N
252,human,author_49,1,5
253,ai,gpt-5-base,1,\N
254,ai,gpt-5-base,1,\N
255,human,author_26,1,\N
256,human,author_60,1,3.5
257,ai,gpt-5-base,1,\N
258,ai,claude-2,1,\N
259,human,author_48,1,7.5
260,human,author_43,1,3.5
261,human,author_28,0.9565217391304348,6
262,human,author_50,0.78125,1
263,human,author_63,1,5
264,ai,bloomz-7b,1,\N
265,ai,bloomz-7b,0.9375,4
266,ai,claude-2,1,\N
267,human,author_62,1,\N
268,human,author_19,1,\N
269,human,author_18,1,\N
270,human,author_49,0.95,4
271,ai,claude-2,1,\N
272,ai,llama-3-small,0.7272727272727273,4.4969125210773475
273,ai,bloomz-7b,0.9545454545454546,1.5
274,human,author_29,1,\N
275,human,author_10,1,\N
276,human,author_13,1,\N
277,ai,gpt-4o-mini,1,\N
278,ai,gpt-5-base,0.9230769230769231,2.494438257849294
279,human,author_70,0.9090909090909091,\N
280,ai,gpt-5-base,1,\N
281,human,author_69,1,\N
282,ai,claude-2,1,\N
283,human,author_88,1,\N
284,ai,llama-3-small,1,\N
285,ai,claude-2,1,\N
286,human,author_74,1,\N
287,ai,gpt-4o-mini,1,\N
288,ai,gpt-5-base,1,\N
289,human,author_98,1,\N
290,ai,gpt-5-base,1,3
291,human,author_16,1,2
292,human,author_34,1,\N
293,human,author_53,1,3
294,human,author_91,1,\N
295,ai,gpt-4o-mini,0.9285714285714286,\N
296,ai,llama-3-small,\N,\N
297,ai,llama-3-small,0.9166666666666666,\N
298,human,author_44,1,\N
299,human,author_17,1,\N
300,ai,claude-2,1,\N
301,ai,bloomz-7b,1,2.5
302,ai,gpt-5-base,1,3
303,human,author_98,1,1.5
304,human,author_48,1,\N
305,human,author_50,0.9545454545454546,2
306,ai,gpt-5-base,1,\N
307,ai,gpt-4o-mini,0.8846153846153846,3.2998316455372216
308,ai,bloomz-7b,0.9473684210526315,0.5
309,human,author_35,1,\N
310,human,author_26,0.7058823529411765,5.5
311,ai,gpt-4o-mini,1,3.5
312,human,author_59,1,\N
313,ai,gpt-4o-mini,1,5
314,human,author_12,1,\N
315,ai,gpt-5-base,1,\N
316,human,author_79,1,3
317,human,author_74,1,4.5
318,human,author_83,1,\N
319,ai,llama-3-small,1,3.5
320,human,author_74,1,\N
321,ai,claude-2,1,\N
322,human,author_7,1,\N
323,human,author_85,1,\N
324,human,author_22,0.9285714285714286,\N
325,ai,gpt-5-base,1,\N
326,ai,claude-2,1,\N
327,human,author_23,1,\N
328,human,author_98,0.9090909090909091,\N
329,human,author_90,1,\N
330,ai,gpt-5-base,0.95,2
331,ai,bloomz-7b,0.9090909090909091,\N
332,human,author_8,0.95,5.5
333,ai,claude-2,1,\N
334,ai,llama-3-small,0.7037037037037037,0
335,human,author_93,1,\N
336,human,author_21,1,5
337,ai,llama-3-small,1,\N
338,ai,claude-2,1,2.5
339,ai,claude-2,0.9230769230769231,\N
340,human,author_15,1,4.5
341,ai,gpt-5-base,1,3.5
342,ai,bloomz-7b,1,3
343,human,author_10,1,\N
344,human,author_50,1,6.5
345,human,author_37,1,3.7712361663282534
346,ai,gpt-5-base,1,\N
347,ai,llama-3-small,0.6666666666666666,3
348,human,author_97,1,5
349,ai,gpt-5-base,1,\N
350,human,author_73,1,\N
351,ai,llama-3-small,1,4.5
352,ai,gpt-5-base,1,\N
353,human,author_28,1,\N
354,human,author_76,1,\N
355,ai,claude-2,1,\N
356,human,author_6,1,\N
357,human,author_59,1,\N
358,human,author_23,1,\N
359,ai,llama-3-small,0.9090909090909091,\N
360,ai,gpt-5-base,1,4
361,ai,bloomz-7b,1,\N
362,human,author_34,1,\N
363,human,author_28,1,\N
364,ai,llama-3-small,0.9444444444444444,3.5
365,human,author_65,1,\N
366,ai,gpt-5-base,1,3
367,human,author_18,0.9696969696969697,2.5
368,ai,gpt-4o-mini,1,\N
369,human,author_88,1,1
370,ai,bloomz-7b,1,\N
371,human,author_79,1,\N
372,human,author_48,1,\N
373,human,author_100,1,\N
374,human,author_87,0.9565217391304348,6
375,human,author_91,0.9666666666666667,2
376,human,author_25,1,\N
377,ai,claude-2,1,\N
378,ai,bloomz-7b,0.9166666666666666,\N
379,ai,bloomz-7b,1,0
380,ai,gpt-5-base,1,\N
381,ai,gpt-5-base,0.9230769230769231,\N
382,human,author_85,1,5.5
383,ai,bloomz-7b,\N,\N
384,human,author_16,0.95,5.436502143433364
385,ai,llama-3-small,1,\N
386,human,author_52,1,\N
387,ai,bloomz-7b,1,3
388,human,author_93,1,\N
389,ai,bloomz-7b,1,\N
390,human,author_87,0.9285714285714286,\N
391,human,author_49,1,3.5
392,ai,llama-3-small,1,\N
393,human,author_67,0.9285714285714286,\N
394,ai,gpt-4o-mini,1,3.5
395,human,author_50,1,5.5
396,ai,claude-2,0.8571428571428571,0.5
397,ai,bloomz-7b,0.9230769230769231,\N
398,ai,gpt-5-base,0.95,1
399,ai,gpt-4o-mini,1,3
400,ai,gpt-4o-mini,1,\N
401,ai,gpt-4o-mini,1,\N
402,human,author_7,1,\N
403,human,author_44,1,\N
404,ai,bloomz-7b,1,\N
405,human,author_57,0.9545454545454546,3.5
406,human,author_6,0.7878787878787878,2.5
407,human,author_22,0.9565217391304348,2
408,ai,gpt-4o-mini,1,3.5
409,human,author_20,1,\N
410,human,author_3,1,\N
411,ai,gpt-5-base,1,\N
412,ai,llama-3-small,1,\N
413,ai,gpt-4o-mini,\N,\N
414,ai,gpt-4o-mini,0.9090909090909091,\N
415,human,author_80,0.9565217391304348,6
416,ai,claude-2,0.9,3.5
417,ai,gpt-5-base,0.9333333333333333,1.5
418,ai,claude-2,1,\N
419,ai,llama-3-small,1,5
420,ai,bloomz-7b,1,\N
421,ai,gpt-5-base,1,3.5
422,human,author_20,1,\N
423,human,author_93,1,4.5
424,ai,claude-2,0.8333333333333334,\N
425,ai,claude-2,1,\N
426,human,author_87,1,\N
427,ai,claude-2,\N,\N
428,human,author_51,1,4
429,human,author_53,0.9130434782608695,2.5
430,ai,bloomz-7b,0.9230769230769231,\N
431,human,author_80,0.9473684210526315,2
432,human,author_97,0.8181818181818182,0.5
433,ai,gpt-5-base,0.9259259259259259,1.5
434,ai,bloomz-7b,0.9545454545454546,3
435,human,author_72,1,\N
436,human,author_39,1,\N
437,human,author_29,1,\N
438,human,author_74,1,4.5
439,human,author_40,1,\N
440,human,author_19,1,\N
441,human,author_25,1,\N
442,human,author_88,1,\N
443,human,author_21,0.9411764705882353,3.5
444,human,author_57,0.9583333333333334,0
445,ai,claude-2,0.9230769230769231,\N
446,human,author_6,0.9090909090909091,\N
447,ai,claude-2,1,\N
448,human,author_90,1,\N
449,human,author_42,1,\N
450,human,author_21,1,\N
451,ai,gpt-5-base,1,\N
452,human,author_1,1,\N
453,ai,bloomz-7b,1,\N
454,ai,llama-3-small,1,1.5
455,human,author_37,1,\N
456,human,author_9,0.6923076923076923,0.5
457,ai,gpt-4o-mini,1,\N
458,human,author_79,1,\N
459,ai,bloomz-7b,1,\N
460,human,author_37,0.9166666666666666,\N
461,ai,claude-2,1,\N
462,human,author_20,1,\N
463,ai,llama-3-small,1,\N
464,human,author_49,0.9166666666666666,\N
465,human,author_12,0.9523809523809523,1.5
466,ai,gpt-4o-mini,1,\N
467,ai,llama-3-small,\N,\N
468,human,author_88,0.9545454545454546,2
469,human,author_86,0.9736842105263158,4.109609335312651
470,human,author_91,0.7666666666666667,0.5
471,ai,gpt-4o-mini,0.9444444444444444,3
472,human,author_40,1,\N
473,ai,llama-3-small,1,\N
474,ai,llama-3-small,0.9444444444444444,3
475,ai,gpt-5-base,1,\N
476,human,author_62,1,0
477,ai,gpt-5-base,0.9230769230769231,\N
478,human,author_9,1,3.5
479,human,author_82,1,\N
480,human,author_87,1,\N
481,ai,claude-2,1,\N
482,human,author_49,1,2.5
483,ai,gpt-5-base,1,4
484,ai,claude-2,0.7837837837837838,1.699673171197595
485,ai,claude-2,0.8333333333333334,\N
486,ai,gpt-4o-mini,1,\N
487,ai,gpt-4o-mini,1,\N
488,human,author_66,0.9230769230769231,\N
489,ai,claude-2,1,\N
490,ai,gpt-5-base,0.95,1
491,human,author_95,1,\N
492,human,author_11,1,\N
493,human,author_74,1,\N
494,ai,bloomz-7b,1,4
495,ai,llama-3-small,0.92,0.5
496,ai,claude-2,1,\N
497,human,author_93,1,5.5
498,ai,claude-2,0.7567567567567568,2.0548046676563256
499,human,author_86,1,\N
500,ai,gpt-5-base,1,2
